"551","12/1/2015 08:08:53","12/1/2015 08:18:05","72","W 52 St & 11 Ave","40.76727216","-73.99392888","520","W 52 St & 5 Ave","40.75992262","-73.97648516","22307","Subscriber","1980","1"
"1531","12/1/2015 08:12:10","12/1/2015 08:37:42","72","W 52 St & 11 Ave","40.76727216","-73.99392888","309","Murray St & West St","40.7149787","-74.013012","23450","Subscriber","1988","2"
"1617","12/1/2015 08:26:17","12/1/2015 08:53:14","72","W 52 St & 11 Ave","40.76727216","-73.99392888","276","Duane St & Greenwich St","40.71748752","-74.0104554","22354","Subscriber","1986","1"
